Datetime,CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,hour,weekday,month,is_weekend
2004-09-06 01:00:00,1.0,275.0,3.2,227.74358974358972,71.93162393162393,24.8,40.1,1.2378,1,0,9,0
2004-09-06 02:00:00,0.6,275.0,1.7,225.7179487179487,71.65811965811966,24.3,42.9,1.2906,2,0,9,0
2004-09-06 03:00:00,0.5,275.0,1.0,223.69230769230768,71.38461538461539,24.0,45.5,1.3404,3,0,9,0
2004-09-06 04:00:00,0.45,275.0,1.0,221.66666666666666,71.11111111111111,23.9,47.4,1.3881,4,0,9,0
2004-09-06 05:00:00,0.4,275.0,1.9,219.64102564102564,70.83760683760684,23.5,49.1,1.3991,5,0,9,0
2004-09-06 06:00:00,0.7,275.0,3.1,217.6153846153846,70.56410256410257,23.7,49.2,1.4195,6,0,9,0
2004-09-06 07:00:00,1.8,275.0,7.8,215.58974358974356,70.2905982905983,23.6,49.6,1.4247,7,0,9,0
2004-09-06 08:00:00,1.9,275.0,8.5,213.56410256410254,70.01709401709402,24.3,45.4,1.365,8,0,9,0
2004-09-06 09:00:00,1.7,275.0,8.0,211.53846153846152,69.74358974358974,26.3,38.3,1.2932,9,0,9,0
2004-09-06 10:00:00,1.3,275.0,5.7,209.5128205128205,69.47008547008546,27.6,34.2,1.2464,10,0,9,0
2004-09-06 11:00:00,1.4,275.0,6.6,207.48717948717947,69.19658119658119,29.2,29.1,1.1586,11,0,9,0
2004-09-06 12:00:00,1.3,275.0,5.3,205.46153846153845,68.92307692307692,29.2,28.6,1.1423,12,0,9,0
2004-09-06 13:00:00,1.4,275.0,6.0,203.43589743589743,68.64957264957265,29.4,28.3,1.1434,13,0,9,0
2004-09-06 14:00:00,1.2,275.0,5.4,201.4102564102564,68.37606837606837,29.8,28.0,1.1558,14,0,9,0
2004-09-06 15:00:00,1.3,275.0,6.1,199.38461538461536,68.1025641025641,30.1,26.7,1.1217,15,0,9,0
2004-09-06 16:00:00,1.5,275.0,6.7,197.35897435897434,67.82905982905983,30.1,27.2,1.1406,16,0,9,0
2004-09-06 17:00:00,2.3,275.0,11.7,195.33333333333331,67.55555555555556,29.6,27.5,1.1229,17,0,9,0
2004-09-06 18:00:00,2.6,275.0,13.5,193.3076923076923,67.28205128205128,29.6,27.7,1.1278,18,0,9,0
2004-09-06 19:00:00,2.9,275.0,13.5,191.28205128205127,67.008547008547,28.0,30.1,1.1226,19,0,9,0
2004-09-06 20:00:00,1.8,275.0,8.5,189.25641025641025,66.73504273504273,26.8,33.8,1.1723,20,0,9,0
2004-09-06 21:00:00,1.3,275.0,5.5,187.23076923076923,66.46153846153845,25.7,35.8,1.16,21,0,9,0
2004-09-06 22:00:00,1.3,275.0,5.8,185.20512820512818,66.18803418803418,25.4,35.2,1.1255,22,0,9,0
2004-09-06 23:00:00,1.2,275.0,4.8,183.17948717948715,65.91452991452991,25.0,37.3,1.1614,23,0,9,0
2004-09-07 00:00:00,1.2,275.0,5.2,181.15384615384613,65.64102564102564,24.6,40.5,1.2362,0,1,9,0
2004-09-07 01:00:00,0.8,275.0,3.0,179.1282051282051,65.36752136752136,24.2,43.8,1.3057,1,1,9,0
2004-09-07 02:00:00,0.6,275.0,2.7,177.1025641025641,65.09401709401709,24.0,43.7,1.2876,2,1,9,0
2004-09-07 03:00:00,0.6,275.0,3.6,175.07692307692307,64.82051282051282,21.9,48.3,1.2522,3,1,9,0
2004-09-07 04:00:00,0.6,275.0,4.4,173.05128205128204,64.54700854700855,22.4,47.2,1.2593,4,1,9,0
2004-09-07 05:00:00,0.7,275.0,4.0,171.02564102564102,64.27350427350427,22.9,46.5,1.2861,5,1,9,0
2004-09-07 06:00:00,1.3,275.0,7.7,169.0,64.0,23.1,47.0,1.3122,6,1,9,0
2004-09-07 07:00:00,2.5,275.0,13.9,231.0,72.0,23.7,46.2,1.3376,7,1,9,0
2004-09-07 08:00:00,3.4,275.0,22.0,232.0,73.0,25.8,41.9,1.3688,8,1,9,0
2004-09-07 09:00:00,2.1,275.0,10.2,145.0,64.0,27.3,38.3,1.3669,9,1,9,0
2004-09-07 10:00:00,2.2,275.0,10.4,170.0,74.0,31.0,29.1,1.2885,10,1,9,0
2004-09-07 11:00:00,1.7,275.0,8.0,214.0,89.0,31.6,25.5,1.1638,11,1,9,0
2004-09-07 12:00:00,2.1,275.0,10.1,222.48387096774195,92.19354838709677,32.5,21.2,1.0173,12,1,9,0
2004-09-07 13:00:00,2.2,275.0,10.7,230.96774193548387,95.38709677419355,31.7,20.5,0.9428,13,1,9,0
2004-09-07 14:00:00,1.4,275.0,7.9,239.4516129032258,98.58064516129032,31.5,21.5,0.9768,14,1,9,0
2004-09-07 15:00:00,1.4,275.0,7.1,247.93548387096774,101.7741935483871,31.6,20.8,0.9562,15,1,9,0
2004-09-07 16:00:00,1.6,275.0,9.0,256.4193548387097,104.96774193548387,32.4,19.4,0.9279,16,1,9,0
2004-09-07 17:00:00,2.3,275.0,11.2,264.9032258064516,108.16129032258064,31.7,20.3,0.9336,17,1,9,0
2004-09-07 18:00:00,3.3,275.0,16.0,273.38709677419354,111.35483870967742,31.1,21.0,0.9337,18,1,9,0
2004-09-07 19:00:00,4.1,275.0,19.9,281.8709677419355,114.54838709677419,28.9,25.4,0.9933,19,1,9,0
2004-09-07 20:00:00,3.3,275.0,15.3,290.35483870967744,117.74193548387098,27.4,30.8,1.1112,20,1,9,0
2004-09-07 21:00:00,2.2,275.0,11.1,298.8387096774194,120.93548387096774,26.3,34.1,1.1453,21,1,9,0
2004-09-07 22:00:00,2.2600000000000002,275.0,10.0,307.3225806451613,124.12903225806451,25.4,35.2,1.1288,22,1,9,0
2004-09-07 23:00:00,2.3200000000000003,275.0,12.227272727272727,315.80645161290323,127.32258064516128,25.154545454545453,35.0,1.1078818181818182,23,1,9,0
2004-09-08 00:00:00,2.3800000000000003,275.0,14.454545454545453,324.2903225806452,130.51612903225805,24.909090909090907,34.800000000000004,1.0869636363636364,0,2,9,0
2004-09-08 01:00:00,2.44,275.0,16.68181818181818,332.7741935483871,133.70967741935485,24.663636363636364,34.6,1.0660454545454545,1,2,9,0
2004-09-08 02:00:00,2.5,275.0,18.909090909090907,341.258064516129,136.90322580645162,24.418181818181818,34.4,1.0451272727272727,2,2,9,0
2004-09-08 03:00:00,2.56,275.0,21.136363636363637,349.741935483871,140.09677419354838,24.172727272727272,34.2,1.0242090909090908,3,2,9,0
2004-09-08 04:00:00,2.62,275.0,23.363636363636363,358.2258064516129,143.29032258064515,23.927272727272726,34.0,1.0032909090909092,4,2,9,0
2004-09-08 05:00:00,2.68,275.0,25.59090909090909,366.7096774193549,146.48387096774195,23.68181818181818,33.800000000000004,0.9823727272727273,5,2,9,0
2004-09-08 06:00:00,2.74,275.0,27.818181818181817,375.19354838709677,149.67741935483872,23.436363636363634,33.6,0.9614545454545456,6,2,9,0
2004-09-08 07:00:00,2.8,275.0,30.045454545454547,383.6774193548387,152.8709677419355,23.19090909090909,33.4,0.9405363636363637,7,2,9,0
2004-09-08 08:00:00,2.8600000000000003,275.0,32.27272727272727,392.1612903225806,156.06451612903226,22.945454545454545,33.2,0.9196181818181819,8,2,9,0
2004-09-08 09:00:00,2.92,275.0,34.5,400.64516129032256,159.25806451612902,22.7,33.0,0.8987,9,2,9,0
2004-09-08 10:00:00,2.98,275.0,32.766666666666666,409.1290322580645,162.4516129032258,23.77777777777778,31.533333333333335,0.9042222222222223,10,2,9,0
2004-09-08 11:00:00,3.04,275.0,31.03333333333333,417.61290322580646,165.64516129032256,24.855555555555554,30.066666666666666,0.9097444444444445,11,2,9,0
2004-09-08 12:00:00,3.1,275.0,29.299999999999997,426.0967741935484,168.83870967741936,25.933333333333334,28.6,0.9152666666666667,12,2,9,0
2004-09-08 13:00:00,3.16,275.0,27.566666666666666,434.58064516129036,172.03225806451613,27.01111111111111,27.133333333333333,0.9207888888888889,13,2,9,0
2004-09-08 14:00:00,3.2199999999999998,275.0,25.833333333333332,443.06451612903226,175.2258064516129,28.08888888888889,25.666666666666668,0.9263111111111112,14,2,9,0
2004-09-08 15:00:00,3.2800000000000002,275.0,24.099999999999998,451.5483870967742,178.4193548387097,29.166666666666664,24.200000000000003,0.9318333333333334,15,2,9,0
2004-09-08 16:00:00,3.34,275.0,22.366666666666667,460.0322580645161,181.61290322580646,30.244444444444444,22.733333333333334,0.9373555555555556,16,2,9,0
2004-09-08 17:00:00,3.4,275.0,20.633333333333333,468.51612903225805,184.80645161290323,31.322222222222223,21.266666666666666,0.9428777777777778,17,2,9,0
2004-09-08 18:00:00,4.0,275.0,18.9,477.0,188.0,32.4,19.8,0.9484,18,2,9,0
2004-09-08 19:00:00,4.7,275.0,24.1,502.0,176.0,29.9,22.3,0.9235,19,2,9,0
2004-09-08 20:00:00,3.8,275.0,18.1,420.0,163.0,28.2,24.8,0.936,20,2,9,0
2004-09-08 21:00:00,2.8,275.0,15.8,344.0,155.0,26.8,28.9,1.0019,21,2,9,0
2004-09-08 22:00:00,2.6,275.0,14.6,307.0,146.0,25.1,32.3,1.0131,22,2,9,0
2004-09-08 23:00:00,2.0,275.0,10.6,251.0,131.0,25.4,30.5,0.9722,23,2,9,0
2004-09-09 00:00:00,1.4,275.0,7.5,180.0,119.0,24.9,28.3,0.8775,0,3,9,0
2004-09-09 01:00:00,1.2,275.0,7.4,141.0,98.0,23.2,30.5,0.8558,1,3,9,0
2004-09-09 02:00:00,0.6,275.0,3.8,105.0,89.0,22.3,33.6,0.8959,2,3,9,0
2004-09-09 03:00:00,0.3,275.0,2.3,89.5,78.5,23.0,33.0,0.9184,3,3,9,0
2004-09-09 04:00:00,0.2,275.0,2.3,74.0,68.0,21.4,35.7,0.8982,4,3,9,0
2004-09-09 05:00:00,0.4,275.0,2.7,91.0,65.0,21.7,33.4,0.8545,5,3,9,0
2004-09-09 06:00:00,0.6,275.0,4.9,143.0,81.0,20.3,35.5,0.8342,6,3,9,0
2004-09-09 07:00:00,3.0,275.0,18.2,553.0,136.0,19.7,37.5,0.8501,7,3,9,0
2004-09-09 08:00:00,3.2,275.0,21.4,542.0,130.0,21.0,35.6,0.8736,8,3,9,0
2004-09-09 09:00:00,3.5,275.0,21.3,590.0,157.0,25.0,28.9,0.9025,9,3,9,0
2004-09-09 10:00:00,3.1,275.0,19.9,590.0,171.0,31.0,21.9,0.9708,10,3,9,0
2004-09-09 11:00:00,2.2,275.0,14.8,387.0,143.0,34.9,18.5,1.0189,11,3,9,0
2004-09-09 12:00:00,1.7,275.0,12.6,252.0,116.0,37.1,15.0,0.9297,12,3,9,0
2004-09-09 13:00:00,2.0,275.0,13.0,310.0,129.0,35.0,17.3,0.9542,13,3,9,0
2004-09-09 14:00:00,2.5,275.0,16.2,396.0,168.0,35.1,17.5,0.9733,14,3,9,0
2004-09-09 15:00:00,2.4,275.0,15.0,329.0,152.0,35.4,16.6,0.9385,15,3,9,0
2004-09-09 16:00:00,2.9,275.0,16.2,393.0,175.0,38.4,13.8,0.9221,16,3,9,0
2004-09-09 17:00:00,4.2,275.0,22.7,522.0,212.0,37.6,14.5,0.9277,17,3,9,0
2004-09-09 18:00:00,5.4,275.0,32.3,631.0,220.0,35.2,16.6,0.9242,18,3,9,0
2004-09-09 19:00:00,4.3,275.0,22.3,435.0,175.0,31.2,25.5,1.1379,19,3,9,0
2004-09-09 20:00:00,3.6,275.0,16.6,407.0,165.0,29.3,30.7,1.229,20,3,9,0
2004-09-09 21:00:00,2.0,275.0,11.0,255.0,136.0,28.3,30.1,1.1392,21,3,9,0
2004-09-09 22:00:00,1.5,275.0,11.3,180.0,111.0,27.4,31.5,1.133,22,3,9,0
2004-09-09 23:00:00,1.5,275.0,9.3,186.0,114.0,26.2,35.7,1.1929,23,3,9,0
2004-09-10 00:00:00,1.2,275.0,7.3,147.0,96.0,25.2,38.1,1.2049,0,4,9,0
2004-09-10 01:00:00,1.0,275.0,5.5,101.0,75.0,24.4,39.1,1.1784,1,4,9,0
2004-09-10 02:00:00,0.5,275.0,3.5,69.0,58.0,23.7,39.1,1.1289,2,4,9,0
2004-09-10 03:00:00,0.5,275.0,2.8,59.0,49.5,24.2,38.5,1.1491,3,4,9,0
2004-09-10 04:00:00,0.4,275.0,2.9,49.0,41.0,24.5,38.5,1.1688,4,4,9,0
2004-09-10 05:00:00,0.5,275.0,3.6,91.0,55.0,22.4,43.5,1.1624,5,4,9,0
2004-09-10 06:00:00,0.7,275.0,5.5,144.0,73.0,22.3,43.8,1.1631,6,4,9,0
2004-09-10 07:00:00,2.4,275.0,15.5,430.0,108.0,21.4,45.8,1.1515,7,4,9,0
2004-09-10 08:00:00,4.1,275.0,28.3,606.0,147.0,22.9,41.3,1.1383,8,4,9,0
2004-09-10 09:00:00,3.0,275.0,17.8,519.0,150.0,26.6,30.3,1.0378,9,4,9,0
2004-09-10 10:00:00,2.0,275.0,12.8,353.0,131.0,30.3,23.0,0.977,10,4,9,0
2004-09-10 11:00:00,2.5,275.0,15.7,429.0,144.0,32.8,18.9,0.9234,11,4,9,0
2004-09-10 12:00:00,2.4,275.0,15.4,345.0,151.0,34.3,17.7,0.9416,12,4,9,0
2004-09-10 13:00:00,2.6,275.0,15.6,417.0,165.0,33.3,18.9,0.9536,13,4,9,0
2004-09-10 14:00:00,1.9,275.0,12.6,276.0,135.0,33.0,20.1,0.9959,14,4,9,0
2004-09-10 15:00:00,2.1,275.0,12.2,280.0,143.0,33.6,19.6,1.0029,15,4,9,0
2004-09-10 16:00:00,2.5,275.0,13.4,365.0,153.0,34.9,18.4,1.0106,16,4,9,0
2004-09-10 17:00:00,2.7,275.0,14.3,363.0,149.0,33.4,20.3,1.027,17,4,9,0
2004-09-10 18:00:00,3.3,275.0,16.5,393.0,164.0,31.6,22.7,1.041,18,4,9,0
2004-09-10 19:00:00,3.2,275.0,17.4,385.0,180.0,29.2,26.9,1.0709,19,4,9,0
2004-09-10 20:00:00,2.6,275.0,12.9,307.0,159.0,27.7,30.1,1.0991,20,4,9,0
2004-09-10 21:00:00,1.4,275.0,8.2,194.0,119.0,27.1,31.0,1.0991,21,4,9,0
2004-09-10 22:00:00,1.6,275.0,9.2,205.0,127.0,26.0,33.4,1.1071,22,4,9,0
2004-09-10 23:00:00,1.7,275.0,9.3,223.0,131.0,25.1,35.7,1.1222,23,4,9,0
2004-09-11 00:00:00,1.6,275.0,10.4,176.0,101.0,24.3,38.5,1.1525,0,5,9,1
2004-09-11 01:00:00,1.6258620689655174,275.0,6.2,181.1551724137931,101.63793103448276,23.4,40.7,1.1551,1,5,9,1
2004-09-11 02:00:00,1.6517241379310346,275.0,4.2,186.31034482758622,102.27586206896552,23.2,41.2,1.1561,2,5,9,1
2004-09-11 03:00:00,1.677586206896552,275.0,3.1,191.4655172413793,102.91379310344827,23.6,40.5,1.1667,3,5,9,1
2004-09-11 04:00:00,1.703448275862069,275.0,2.3,196.6206896551724,103.55172413793103,23.5,40.9,1.1677,4,5,9,1
2004-09-11 05:00:00,1.7293103448275864,275.0,3.1,201.77586206896552,104.1896551724138,20.5,48.4,1.1557,5,5,9,1
2004-09-11 06:00:00,1.7551724137931035,275.0,4.0,206.9310344827586,104.82758620689656,20.7,48.4,1.1663,6,5,9,1
2004-09-11 07:00:00,1.7810344827586209,275.0,10.8,212.08620689655172,105.46551724137932,19.9,50.8,1.1694,7,5,9,1
2004-09-11 08:00:00,1.806896551724138,275.0,13.0,217.24137931034483,106.10344827586206,21.3,47.2,1.1825,8,5,9,1
2004-09-11 09:00:00,1.8327586206896553,275.0,10.3,222.39655172413794,106.74137931034483,24.0,40.8,1.1993,9,5,9,1
2004-09-11 10:00:00,1.8586206896551725,275.0,16.3,227.55172413793105,107.37931034482759,28.7,30.3,1.1769,10,5,9,1
2004-09-11 11:00:00,1.8844827586206898,275.0,12.7,232.70689655172413,108.01724137931035,31.9,24.7,1.1477,11,5,9,1
2004-09-11 12:00:00,1.910344827586207,275.0,9.7,237.86206896551724,108.65517241379311,33.8,21.9,1.1331,12,5,9,1
2004-09-11 13:00:00,1.9362068965517243,275.0,9.1,243.01724137931035,109.29310344827586,32.7,22.7,1.1044,13,5,9,1
2004-09-11 14:00:00,1.9620689655172416,275.0,7.0,248.17241379310343,109.93103448275862,33.0,21.3,1.0512,14,5,9,1
2004-09-11 15:00:00,1.9879310344827588,275.0,7.0,253.32758620689657,110.56896551724138,33.9,21.2,1.0989,15,5,9,1
2004-09-11 16:00:00,2.013793103448276,275.0,9.5,258.48275862068965,111.20689655172414,35.9,20.3,1.1845,16,5,9,1
2004-09-11 17:00:00,2.0396551724137932,275.0,9.8,263.6379310344828,111.84482758620689,34.2,22.6,1.197,17,5,9,1
2004-09-11 18:00:00,2.0655172413793106,275.0,11.7,268.7931034482759,112.48275862068965,32.0,27.3,1.2752,18,5,9,1
2004-09-11 19:00:00,2.091379310344828,275.0,13.9,273.94827586206895,113.12068965517241,29.3,32.6,1.3105,19,5,9,1
2004-09-11 20:00:00,2.117241379310345,275.0,8.7,279.1034482758621,113.75862068965517,27.2,38.0,1.347,20,5,9,1
2004-09-11 21:00:00,2.143103448275862,275.0,10.9,284.2586206896552,114.39655172413794,26.1,41.1,1.3705,21,5,9,1
2004-09-11 22:00:00,2.1689655172413795,275.0,12.3,289.41379310344826,115.0344827586207,25.3,44.6,1.4161,22,5,9,1
2004-09-11 23:00:00,2.1948275862068964,275.0,12.4,294.5689655172414,115.67241379310344,24.6,47.2,1.4424,23,5,9,1
2004-09-12 00:00:00,2.220689655172414,275.0,12.1,299.7241379310345,116.3103448275862,24.1,48.8,1.4412,0,6,9,1
2004-09-12 01:00:00,2.246551724137931,275.0,8.0,304.87931034482756,116.94827586206897,23.6,50.4,1.447,1,6,9,1
2004-09-12 02:00:00,2.2724137931034485,275.0,8.4,310.0344827586207,117.58620689655173,22.0,55.8,1.4585,2,6,9,1
2004-09-12 03:00:00,2.298275862068966,275.0,4.9,315.1896551724138,118.22413793103448,22.4,53.6,1.4379,3,6,9,1
2004-09-12 04:00:00,2.3241379310344827,275.0,4.2,320.34482758620686,118.86206896551724,21.6,55.8,1.4228,4,6,9,1
2004-09-12 05:00:00,2.35,275.0,2.3,325.5,119.5,21.8,55.2,1.4184,5,6,9,1
2004-09-12 06:00:00,2.3758620689655174,275.0,2.5,330.65517241379314,120.13793103448276,21.7,55.4,1.4192,6,6,9,1
2004-09-12 07:00:00,2.401724137931035,275.0,4.9,335.81034482758616,120.77586206896552,20.6,59.8,1.435,7,6,9,1
2004-09-12 08:00:00,2.427586206896552,275.0,6.6,340.9655172413793,121.41379310344828,22.1,55.3,1.4495,8,6,9,1
2004-09-12 09:00:00,2.453448275862069,275.0,6.5,346.12068965517244,122.05172413793103,24.8,48.2,1.4883,9,6,9,1
2004-09-12 10:00:00,2.4793103448275864,275.0,6.4,351.2758620689655,122.6896551724138,27.9,43.4,1.6017,10,6,9,1
2004-09-12 11:00:00,2.5051724137931037,275.0,5.6,356.4310344827586,123.32758620689656,30.1,38.5,1.6212,11,6,9,1
2004-09-12 12:00:00,2.5310344827586206,275.0,6.4,361.58620689655174,123.96551724137932,28.2,48.6,1.8253,12,6,9,1
2004-09-12 13:00:00,2.556896551724138,275.0,7.6,366.7413793103448,124.60344827586206,24.8,70.4,2.1766,13,6,9,1
2004-09-12 14:00:00,2.5827586206896553,275.0,3.5,371.8965517241379,125.24137931034483,27.8,49.4,1.8209,14,6,9,1
2004-09-12 15:00:00,2.6086206896551727,275.0,3.3,377.05172413793105,125.87931034482759,25.4,59.9,1.9168,15,6,9,1
2004-09-12 16:00:00,2.63448275862069,275.0,6.6,382.2068965517241,126.51724137931035,26.1,66.8,2.231,16,6,9,1
2004-09-12 17:00:00,2.660344827586207,275.0,8.3,387.3620689655172,127.15517241379311,28.0,53.2,1.981,17,6,9,1
2004-09-12 18:00:00,2.6862068965517243,275.0,8.0,392.51724137931035,127.79310344827587,27.4,51.4,1.8404,18,6,9,1
2004-09-12 19:00:00,2.7120689655172416,275.0,12.6,397.67241379310343,128.43103448275863,25.7,55.8,1.8149,19,6,9,1
2004-09-12 20:00:00,2.7379310344827585,275.0,17.5,402.8275862068965,129.0689655172414,24.6,60.3,1.8363,20,6,9,1
2004-09-12 21:00:00,2.7637931034482763,275.0,14.8,407.98275862068965,129.70689655172413,24.2,61.6,1.8381,21,6,9,1
2004-09-12 22:00:00,2.7896551724137932,275.0,23.3,413.1379310344828,130.3448275862069,23.8,63.5,1.8495,22,6,9,1
2004-09-12 23:00:00,2.8155172413793106,275.0,12.2,418.2931034482758,130.98275862068965,23.0,64.8,1.802,23,6,9,1
2004-09-13 00:00:00,2.841379310344828,275.0,7.2,423.44827586206895,131.6206896551724,23.0,63.3,1.7589,0,0,9,0
2004-09-13 01:00:00,2.867241379310345,275.0,4.6,428.6034482758621,132.25862068965517,22.8,63.3,1.7355,1,0,9,0
2004-09-13 02:00:00,2.893103448275862,275.0,3.8,433.7586206896552,132.89655172413794,21.0,68.6,1.6873,2,0,9,0
2004-09-13 03:00:00,2.9189655172413795,275.0,3.7,438.91379310344826,133.5344827586207,20.4,70.7,1.6734,3,0,9,0
2004-09-13 04:00:00,2.9448275862068964,275.0,4.0,444.0689655172414,134.17241379310346,19.4,73.4,1.6417,4,0,9,0
2004-09-13 05:00:00,2.9706896551724142,275.0,5.5,449.2241379310345,134.81034482758622,19.5,72.0,1.6118,5,0,9,0
2004-09-13 06:00:00,2.996551724137931,275.0,8.3,454.37931034482756,135.44827586206895,19.7,70.3,1.5925,6,0,9,0
2004-09-13 07:00:00,3.0224137931034485,275.0,28.2,459.5344827586207,136.08620689655174,20.4,66.7,1.577,7,0,9,0
2004-09-13 08:00:00,3.048275862068966,275.0,32.1,464.6896551724138,136.72413793103448,21.8,61.8,1.5966,8,0,9,0
2004-09-13 09:00:00,3.0741379310344827,275.0,17.7,469.84482758620686,137.36206896551724,23.0,60.2,1.6652,9,0,9,0
2004-09-13 10:00:00,3.1,275.0,18.4,475.0,138.0,25.4,53.0,1.6963,10,0,9,0
2004-09-13 11:00:00,2.9,275.0,16.3,395.0,138.0,30.0,41.6,1.7324,11,0,9,0
2004-09-13 12:00:00,3.0,275.0,18.2,353.0,138.0,32.6,34.8,1.6872,12,0,9,0
2004-09-13 13:00:00,3.0,275.0,17.9,397.0,137.0,32.2,34.2,1.6145,13,0,9,0
2004-09-13 14:00:00,2.2,275.0,12.6,274.0,120.0,32.1,33.5,1.569,14,0,9,0
2004-09-13 15:00:00,2.0,275.0,11.3,505.0,208.0,32.6,31.8,1.5361,15,0,9,0
2004-09-13 16:00:00,2.3,275.0,14.9,275.0,128.0,35.2,25.2,1.4111,16,0,9,0
2004-09-13 17:00:00,3.1,275.0,18.5,360.0,145.0,34.3,24.7,1.3154,17,0,9,0
2004-09-13 18:00:00,4.65,275.0,25.2,478.5,156.5,31.5,29.9,1.3638,18,0,9,0
2004-09-13 19:00:00,6.2,275.0,35.9,597.0,168.0,29.0,36.6,1.4452,19,0,9,0
2004-09-13 20:00:00,4.7,275.0,26.7,728.0,177.0,27.1,42.2,1.4949,20,0,9,0
2004-09-13 21:00:00,3.0,275.0,19.9,891.0,172.0,26.1,46.4,1.5445,21,0,9,0
2004-09-13 22:00:00,2.1,275.0,14.6,346.0,112.0,25.1,49.4,1.548,22,0,9,0
2004-09-13 23:00:00,1.0,275.0,6.9,98.0,39.0,26.0,46.4,1.5375,23,0,9,0
2004-09-14 00:00:00,0.8,275.0,5.6,144.0,68.0,24.7,49.2,1.5116,0,1,9,0
2004-09-14 01:00:00,0.7,275.0,3.9,110.0,51.0,24.8,49.0,1.5092,1,1,9,0
2004-09-14 02:00:00,0.7649999999999999,275.0,3.2,115.775,52.525,23.5,52.6,1.5035,2,1,9,0
2004-09-14 03:00:00,0.83,275.0,3.9,121.55,54.05,20.8,62.1,1.5044,3,1,9,0
2004-09-14 04:00:00,0.8949999999999999,275.0,4.6,127.325,55.575,19.9,65.5,1.5078,4,1,9,0
2004-09-14 05:00:00,0.96,275.0,5.0,133.1,57.1,20.6,62.9,1.5088,5,1,9,0
2004-09-14 06:00:00,1.025,275.0,9.6,138.875,58.625,21.3,59.4,1.4918,6,1,9,0
2004-09-14 07:00:00,1.0899999999999999,275.0,27.8,144.65,60.15,22.0,58.3,1.5199,7,1,9,0
2004-09-14 08:00:00,1.1549999999999998,275.0,32.1,150.425,61.675,23.2,55.4,1.5559,8,1,9,0
2004-09-14 09:00:00,1.2199999999999998,275.0,20.9,156.2,63.2,26.5,50.2,1.713,9,1,9,0
2004-09-14 10:00:00,1.285,275.0,11.8,161.975,64.725,29.0,45.5,1.7976,10,1,9,0
2004-09-14 11:00:00,1.3499999999999999,275.0,15.8,167.75,66.25,30.1,42.0,1.7602,11,1,9,0
2004-09-14 12:00:00,1.415,275.0,15.8,173.525,67.775,32.3,35.9,1.7067,12,1,9,0
2004-09-14 13:00:00,1.48,275.0,14.0,179.3,69.3,33.2,33.8,1.69,13,1,9,0
2004-09-14 14:00:00,1.545,275.0,8.2,185.075,70.825,34.0,33.6,1.7591,14,1,9,0
2004-09-14 15:00:00,1.6099999999999999,275.0,13.7,190.85,72.35,29.9,45.6,1.8942,15,1,9,0
2004-09-14 16:00:00,1.6749999999999998,275.0,19.5,196.625,73.875,27.7,53.7,1.967,16,1,9,0
2004-09-14 17:00:00,1.7399999999999998,275.0,26.7,202.39999999999998,75.4,28.0,52.7,1.9604,17,1,9,0
2004-09-14 18:00:00,1.805,275.0,18.7,208.175,76.925,28.6,48.2,1.8616,18,1,9,0
2004-09-14 19:00:00,1.8699999999999999,275.0,13.9,213.95,78.45,24.8,61.6,1.9067,19,1,9,0
2004-09-14 20:00:00,1.9349999999999998,275.0,6.7,219.725,79.975,20.3,77.2,1.8204,20,1,9,0
2004-09-14 21:00:00,1.9999999999999998,275.0,4.2,225.5,81.5,19.7,82.5,1.8674,21,1,9,0
2004-09-14 22:00:00,2.065,275.0,3.6,231.27499999999998,83.025,20.6,78.8,1.8885,22,1,9,0
2004-09-14 23:00:00,2.13,275.0,4.4,237.05,84.55000000000001,19.2,87.2,1.9195,23,1,9,0
2004-09-15 00:00:00,2.195,275.0,4.2,242.825,86.075,20.5,81.5,1.936,0,2,9,0
2004-09-15 01:00:00,2.26,275.0,2.6,248.6,87.6,21.4,74.0,1.8683,1,2,9,0
2004-09-15 02:00:00,2.3249999999999997,275.0,3.1,254.375,89.125,20.5,78.2,1.8678,2,2,9,0
2004-09-15 03:00:00,2.3899999999999997,275.0,3.0,260.15,90.65,20.7,77.8,1.8764,3,2,9,0
2004-09-15 04:00:00,2.455,275.0,3.4,265.92499999999995,92.17500000000001,20.5,78.0,1.8636,4,2,9,0
2004-09-15 05:00:00,2.5199999999999996,275.0,4.0,271.7,93.7,20.6,76.2,1.8272,5,2,9,0
2004-09-15 06:00:00,2.585,275.0,7.8,277.475,95.225,20.1,77.4,1.802,6,2,9,0
2004-09-15 07:00:00,2.6499999999999995,275.0,16.1,283.25,96.75,20.9,73.3,1.787,7,2,9,0
2004-09-15 08:00:00,2.715,275.0,27.6,289.025,98.275,21.2,72.3,1.8007,8,2,9,0
2004-09-15 09:00:00,2.7799999999999994,275.0,17.8,294.79999999999995,99.80000000000001,22.5,68.9,1.8511,9,2,9,0
2004-09-15 10:00:00,2.8449999999999998,275.0,18.5,300.575,101.325,23.7,64.5,1.8682,10,2,9,0
2004-09-15 11:00:00,2.91,275.0,21.6,306.35,102.85,23.2,68.4,1.9243,11,2,9,0
2004-09-15 12:00:00,2.9749999999999996,275.0,21.0,312.125,104.375,23.5,69.2,1.9776,12,2,9,0
2004-09-15 13:00:00,3.04,275.0,17.2,317.9,105.9,24.1,65.5,1.9371,13,2,9,0
